name,span,matches,innings,overs,maiden_overs,runs_conceded,wickets,best_bowling_figure,average,economy_rate,bowling_strike_rate,four_wickets_haul,five_wickets_haul
Bikram Sob (NEP),2021-2022,5,5,21.1,2,115,5,2/20,23.00,5.43,25.4,0,0
Bilal Asif (PAK),2015-2015,3,3,22.0,1,96,5,5/25,19.20,4.36,26.4,0,1
K Birkenstock (NAM),2019-2023,20,11,41.0,0,264,5,2/24,52.80,6.43,49.2,0,0
D Brown (WI),2001-2002,3,3,25.0,3,124,5,3/21,24.80,4.96,30.0,0,0
N Burger (SA),2023-2023,3,3,24.4,1,129,5,3/30,25.80,5.22,29.6,0,0
MG Burmester (ZIM),1992-1995,8,7,34.5,0,213,5,3/36,42.60,6.11,41.8,0,0
J Cameron-Dow (IRE),2019-2019,4,4,31.0,0,151,5,3/32,30.20,4.87,37.2,0,0
TK Canning (NZ),2003-2005,4,4,34.0,1,203,5,2/30,40.60,5.97,40.8,0,0
NM Carter (SCOT),2013-2013,3,3,29.1,1,132,5,3/27,26.40,4.52,35.0,0,0
DJ Cullinan (SA),1993-2000,138,9,29.0,0,124,5,2/30,24.80,4.27,34.8,0,0
BCJ Cutting (AUS),2013-2014,4,4,36.0,1,158,5,3/45,31.60,4.38,43.2,0,0
LA Dawson (ENG),2016-2022,6,5,44.0,0,284,5,2/70,56.80,6.45,52.8,0,0
PC de Silva (SL),2014-2017,7,7,52.4,2,256,5,2/29,51.20,4.86,63.2,0,0
NR Dyer (SCOT),1999-1999,5,3,26.0,2,117,5,2/26,23.40,4.50,31.2,0,0
Elias Sunny (BAN),2011-2012,4,4,34.0,2,161,5,2/21,32.20,4.73,40.8,0,0
GM Ewing (ZIM),2004-2005,7,7,52.0,0,236,5,3/31,47.20,4.53,62.4,0,0
Fawad Alam (PAK),2007-2015,38,13,66.2,0,377,5,1/8,75.40,5.68,79.6,0,0
AM Fernando (SL),2017-2024,7,6,45.0,1,269,5,2/23,53.80,5.97,54.0,0,0
MVT Fernando (SL),2017-2019,8,8,49.3,4,337,5,1/35,67.40,6.80,59.4,0,0
C Floyd (NED),2022-2023,9,9,63.0,3,305,5,2/41,61.00,4.84,75.6,0,0
MW Forde (WI),2023-2024,4,4,23.0,1,138,5,3/29,27.60,6.00,27.6,0,0
WT Gavera (PNG),2014-2017,4,4,32.0,2,160,5,3/49,32.00,5.00,38.4,0,0
TJ Heggelman (NED),2010-2011,5,3,17.0,0,86,5,3/29,17.20,5.05,20.4,0,0
RO Hurley (WI),2003-2004,9,7,63.0,2,313,5,1/25,62.60,4.96,75.6,0,0
Ijaz Ahmed (PAK),1990-2000,187,28,106.1,1,476,5,2/31,95.20,4.48,127.4,0,0
P Jayawickrama (SL),2021-2021,5,5,33.0,0,177,5,3/59,35.40,5.36,39.6,0,0
D Joseph (CAN),2003-2003,4,4,31.0,3,170,5,2/42,34.00,5.48,37.2,0,0
J Kariko (PNG),2023-2023,3,3,21.0,0,114,5,4/45,22.80,5.42,25.2,1,0
RJ Kennedy (NZ),1996-1996,7,7,52.0,2,283,5,2/36,56.60,5.44,62.4,0,0
V Kohli (IND),2008-2023,292,50,110.2,1,680,5,1/13,136.00,6.16,132.4,0,0
SC Kuggeleijn (NZ),2017-2017,2,2,14.0,2,58,5,3/41,11.60,4.14,16.8,0,0
SW Lubbers (NED),1996-1996,4,4,36.0,0,187,5,3/48,37.40,5.19,43.2,0,0
Manzoor Akhtar (PAK),1997-1998,7,6,33.1,0,184,5,4/50,36.80,5.54,39.8,1,0
Mohammad Khalil (PAK),2005-2005,3,3,24.0,0,144,5,2/55,28.80,6.00,28.8,0,0
HJC Mol (NED),2002-2008,11,7,30.2,1,149,5,2/17,29.80,4.91,36.4,0,0
Mukesh Kumar (IND),2023-2023,6,6,39.0,4,217,5,3/30,43.40,5.56,46.8,0,0
J Mulder (IRE),2017-2017,4,4,31.0,0,155,5,3/57,31.00,5.00,37.2,0,0
Nadeem Ghauri (PAK),1990-1990,6,6,57.0,4,230,5,2/51,46.00,4.03,68.4,0,0
BP Nash (WI),2008-2009,9,6,49.0,3,224,5,3/56,44.80,4.57,58.8,0,0
Nazmul Islam (BAN),2018-2018,5,5,44.0,0,224,5,2/38,44.80,5.09,52.8,0,0
TS Nethula (NZ),2012-2012,5,5,44.0,3,249,5,2/41,49.80,5.65,52.8,0,0
W O'Rourke (NZ),2023-2023,3,3,18.5,0,115,5,3/47,23.00,6.10,22.6,0,0
LN Oluoch (KENYA),2011-2011,2,2,16.0,1,79,5,3/41,15.80,4.93,19.2,0,0
C Overton (ENG),2018-2022,7,7,51.2,2,291,5,2/23,58.20,5.66,61.6,0,0
MW Parkinson (ENG),2020-2021,5,5,34.4,0,203,5,2/28,40.60,5.85,41.6,0,0
SMA Priyanjan (SL),2013-2015,23,14,44.1,1,233,5,2/11,46.60,5.27,53.0,0,0
Qaiser Ali (CAN),2006-2008,17,6,30.2,0,132,5,3/28,26.40,4.35,36.4,0,0
DB Rundle (SA),1994-1994,2,2,16.0,0,95,5,4/42,19.00,5.93,19.2,1,0
IDK Salisbury (ENG),1993-1994,4,4,31.0,1,177,5,3/41,35.40,5.70,37.2,0,0
RS Sodhi (IND),2000-2002,18,14,77.0,3,365,5,2/31,73.00,4.74,92.4,0,0
RD Steede (BER),2006-2008,8,8,52.0,1,257,5,1/21,51.40,4.94,62.4,0,0
Sunzamul Islam (BAN),2017-2018,3,3,25.0,0,79,5,2/22,15.80,3.16,30.0,0,0
Tanveer Ahmed (HKG),2016-2018,6,6,38.1,1,208,5,2/49,41.60,5.44,45.8,0,0
MK Tiwary (IND),2008-2015,12,6,22.0,1,150,5,4/61,30.00,6.81,26.4,1,0
GC Tonge (WI),2009-2009,5,5,50.0,6,224,5,4/25,44.80,4.48,60.0,1,0
TF van Woerkom (IRE),2023-2024,4,4,28.0,0,176,5,3/55,35.20,6.28,33.6,0,0
LB Williams (SA),2021-2023,4,4,35.4,2,238,5,2/56,47.60,6.67,42.8,0,0
T Yohannan (IND),2002-2002,3,3,20.0,1,122,5,3/33,24.40,6.10,24.0,0,0
Sultan Zarawani (UAE),1994-1996,7,7,44.0,0,257,5,2/49,51.40,5.84,52.8,0,0
Aamer Hanif (PAK),1993-1995,5,4,21.4,0,122,4,3/36,30.50,5.63,32.5,0,0
Afzaal Haider (HKG),2004-2008,4,4,30.0,1,227,4,1/31,56.75,7.56,45.0,0,0
Agha Salman (PAK),2022-2023,21,15,69.0,0,399,4,2/42,99.75,5.78,103.5,0,0
J Angel (AUS),1994-1995,3,3,27.0,3,113,4,2/47,28.25,4.18,40.5,0,0
Ashfaq Ahmed (UAE),2018-2019,16,7,37.1,1,185,4,2/55,46.25,4.97,55.7,0,0
Asim Butt (SCOT),1999-1999,5,5,37.0,6,148,4,2/24,37.00,4.00,55.5,0,0
Azhar Ali (PAK),2011-2018,53,14,43.0,0,260,4,2/26,65.00,6.04,64.5,0,0
DM Benkenstein (SA),1998-2002,23,4,10.5,1,44,4,3/5,11.00,4.06,16.2,0,0
PRP Boissevain (NED),2021-2022,6,6,46.3,0,326,4,2/39,81.50,7.01,69.7,0,0
JL Carter (WI),2015-2019,33,12,22.4,0,160,4,2/14,40.00,7.05,34.0,0,0
TL Chivanga (ZIM),2022-2023,8,7,50.1,0,295,4,1/38,73.75,5.88,75.2,0,0
BJ Currie (SCOT),2024-2024,3,3,25.0,4,80,4,3/21,20.00,3.20,37.5,0,0
NA David (IND),1997-1997,4,4,32.0,1,133,4,3/21,33.25,4.15,48.0,0,0
AP Devcich (NZ),2013-2016,12,11,54.0,1,291,4,2/33,72.75,5.38,81.0,0,0
S Dhakal (NEP),2022-2022,8,7,38.1,1,148,4,2/31,37.00,3.87,57.2,0,0
R Dravid (Asia/ICC/IND),1996-2011,344,8,31.0,1,170,4,2/43,42.50,5.48,46.5,0,0
CJ Drum (NZ),1999-1999,5,5,36.0,3,261,4,2/31,65.25,7.25,54.0,0,0
N Dutta (CAN),2013-2024,7,6,48.0,2,206,4,2/30,51.50,4.29,72.0,0,0
Ehsan Adil (PAK),2013-2015,6,6,37.3,0,223,4,1/31,55.75,5.94,56.2,0,0
AJ Finch (AUS),2013-2022,146,21,47.2,0,259,4,1/2,64.75,5.47,71.0,0,0
MW Goodwin (ZIM),1998-2000,71,15,41.2,1,210,4,1/12,52.50,5.08,62.0,0,0
L Gregory (ENG),2021-2021,3,3,19.0,1,97,4,3/44,24.25,5.10,28.5,0,0
MJ Guptill (NZ),2009-2022,198,11,18.1,0,98,4,2/6,24.50,5.39,27.2,0,0
EH Hutchinson (USA),2019-2021,11,10,52.0,3,226,4,1/12,56.50,4.34,78.0,0,0
Ilyas Gull (HKG),2004-2004,2,2,19.0,0,113,4,3/46,28.25,5.94,28.5,0,0
MM Iqbal (SCOT),2009-2014,13,8,45.0,0,270,4,2/35,67.50,6.00,67.5,0,0
WG Jacks (ENG),2023-2023,7,5,25.0,1,121,4,3/22,30.25,4.84,37.5,0,0
KCB Jeremy (WI),2000-2001,6,5,32.0,1,163,4,2/42,40.75,5.09,48.0,0,0
AH Jones (NZ),1990-1995,59,10,50.0,1,214,4,2/42,53.50,4.28,75.0,0,0
Jubair Hossain (BAN),2014-2015,3,3,19.0,0,114,4,2/41,28.50,6.00,28.5,0,0
Junaid Siddiqui (CAN),2011-2014,9,9,66.4,3,302,4,1/20,75.50,4.53,100.0,0,0
K Kamyuka (CAN),2013-2013,2,2,7.5,0,47,4,4/38,11.75,6.00,11.7,1,0
E Katchay (CAN),2008-2009,5,5,29.0,4,143,4,3/39,35.75,4.93,43.5,0,0
BC Lara (ICC/WI),1990-2007,299,5,8.1,0,61,4,2/5,15.25,7.46,12.2,0,0
B Laughlin (AUS),2009-2009,5,5,37.2,1,219,4,1/28,54.75,5.86,56.0,0,0
DV Lawrence (ENG),1991-1991,1,1,11.0,1,67,4,4/67,16.75,6.09,16.5,1,0
BG Lister (NZ),2023-2023,3,3,26.0,0,158,4,3/69,39.50,6.07,39.0,0,0
OC McCoy (WI),2018-2018,2,2,14.0,0,109,4,2/38,27.25,7.78,21.0,0,0
A McGrath (ENG),2003-2004,14,7,38.0,2,175,4,1/13,43.75,4.60,57.0,0,0
LD Madushanka (SL),2017-2017,4,4,24.0,0,172,4,2/70,43.00,7.16,36.0,0,0
T Maruma (ZIM),2007-2021,22,9,37.3,1,230,4,2/50,57.50,6.13,56.2,0,0
CE McConchie (NZ),2023-2023,6,5,28.0,1,135,4,2/18,33.75,4.82,42.0,0,0
Mehrab Hossain jnr (BAN),2006-2009,18,10,42.1,0,214,4,2/30,53.50,5.07,63.2,0,0
RTM Mendis (SL),2021-2022,4,3,12.0,0,74,4,2/26,18.50,6.16,18.0,0,0
EJB Miles (JER),2023-2023,4,4,29.0,1,165,4,2/32,41.25,5.68,43.5,0,0
JP Millmow (NZ),1990-1990,5,5,45.0,1,232,4,2/22,58.00,5.15,67.5,0,0
Mohammad Talha (PAK),2014-2014,3,3,20.2,1,146,4,2/22,36.50,7.18,30.5,0,0
Mosharraf Hossain (BAN),2008-2016,5,5,33.0,1,147,4,3/24,36.75,4.45,49.5,0,0
AMN Munasinghe (SL),1994-1996,5,5,36.1,3,146,4,3/30,36.50,4.03,54.2,0,0
Nangeyalia Kharote (AFG),2024-2024,1,1,9.0,4,30,4,4/30,7.50,3.33,13.5,1,0
Nizakat Khan (HKG),2014-2018,20,6,24.1,1,119,4,1/11,29.75,4.92,36.2,0,0
G Onions (ENG),2009-2009,4,4,34.0,1,185,4,2/58,46.25,5.44,51.0,0,0
SD Parry (ENG),2014-2014,2,2,19.0,2,92,4,3/32,23.00,4.84,28.5,0,0
BJ Patel (KENYA),2001-2006,31,8,27.3,0,163,4,2/20,40.75,5.92,41.2,0,0
D Paterson (SA),2017-2019,4,4,34.5,1,217,4,3/44,54.25,6.22,52.2,0,0
A Phillip (WI),2021-2022,5,5,32.3,0,207,4,2/50,51.75,6.36,48.7,0,0
MR Ramprakash (ENG),1991-2001,18,5,22.0,0,108,4,3/28,27.00,4.90,33.0,0,0
B Regmi (NEP),2018-2019,4,4,29.0,0,117,4,2/49,29.25,4.03,43.5,0,0
AM Salvi (IND),2003-2003,4,4,28.4,3,120,4,2/15,30.00,4.18,43.0,0,0
JA Samarasekera (UAE),1994-1996,7,7,49.0,4,236,4,1/17,59.00,4.81,73.5,0,0
Shaiman Anwar (UAE),2014-2019,40,7,19.3,0,134,4,3/61,33.50,6.87,29.2,0,0
V Shankar (IND),2019-2019,12,9,38.5,0,210,4,2/15,52.50,5.40,58.2,0,0
Sheikh Salahuddin (BAN),1997-1997,6,6,41.0,0,249,4,2/48,62.25,6.07,61.5,0,0
JT Smuts (SA),2020-2021,6,4,30.0,1,164,4,2/42,41.00,5.46,45.0,0,0
IS Sohi (CAN),2024-2024,2,2,15.0,0,78,4,2/30,19.50,5.20,22.5,0,0
Tauseef Ahmed (PAK),1990-1990,4,4,38.5,0,183,4,2/48,45.75,4.71,58.2,0,0
HT Tector (IRE),2020-2024,45,8,35.0,0,217,4,1/5,54.25,6.20,52.5,0,0
DJ Terbrugge (SA),2000-2000,4,4,21.0,2,105,4,4/20,26.25,5.00,31.5,1,0
ME Trescothick (ENG),2000-2006,123,13,38.4,0,219,4,2/7,54.75,5.66,58.0,0,0
AJ Tudor (ENG),2002-2002,3,3,21.1,1,136,4,2/30,34.00,6.42,31.7,0,0
RG Twose (NZ),1995-2001,87,11,45.2,0,235,4,2/31,58.75,5.18,68.0,0,0
PS Vaidya (IND),1995-1996,4,4,30.4,1,174,4,2/41,43.50,5.67,46.0,0,0
LP van Troost (NED),2002-2007,23,11,41.0,0,280,4,2/29,70.00,6.82,61.5,0,0
MDJ Walker (NZ),2003-2003,3,3,22.0,0,119,4,4/49,29.75,5.40,33.0,1,0
JW Wilson (NZ),1993-2005,6,6,40.2,0,260,4,2/21,65.00,6.44,60.5,0,0
Yasir Arafat (PAK),2000-2009,11,10,69.0,2,373,4,1/28,93.25,5.40,103.5,0,0
Zaheer Maqsood (UAE),2015-2015,2,2,20.0,0,116,4,2/56,29.00,5.80,30.0,0,0
Zahid Mahmood (PAK),2022-2022,4,4,36.0,0,220,4,2/59,55.00,6.11,54.0,0,0
Zulfiqar Babar (PAK),2014-2015,5,5,49.0,1,246,4,2/52,61.50,5.02,73.5,0,0
JS Ababu (KENYA),1999-2006,9,8,48.0,3,255,3,1/26,85.00,5.31,96.0,0,0
Abu Hider (BAN),2018-2018,2,2,18.0,2,89,3,2/50,29.66,4.94,36.0,0,0
Afif Hossain (BAN),2020-2023,31,10,15.4,1,91,3,1/0,30.33,5.80,31.3,0,0
Akif Raja (UAE),2022-2022,5,5,38.0,4,160,3,1/19,53.33,4.21,76.0,0,0
CR Amini (PNG),2014-2014,2,2,18.0,1,79,3,2/33,26.33,4.38,36.0,0,0
HAG Anthony (WI),1995-1995,3,3,26.0,0,143,3,2/47,47.66,5.50,52.0,0,0
Arshad Ayub (IND),1990-1990,3,3,24.5,4,115,3,2/38,38.33,4.63,49.6,0,0
Asghar Afghan (AFG),2009-2021,114,7,23.1,1,91,3,1/1,30.33,3.92,46.3,0,0
AM Bacher (SA),1997-2005,13,3,18.0,0,64,3,2/36,21.33,3.55,36.0,0,0
HK Badani (IND),2000-2004,40,9,30.3,0,149,3,1/7,49.66,4.88,61.0,0,0
PJ Bakker (NED),1996-1996,5,5,43.0,2,215,3,2/51,71.66,5.00,86.0,0,0
U Bhagwan (CAN),2024-2024,4,4,24.3,1,172,3,3/40,57.33,7.02,49.0,0,0
RL Bhudia (KENYA),2008-2009,5,5,30.0,3,151,3,2/42,50.33,5.03,60.0,0,0
Bhupinder Singh snr (IND),1994-1994,2,2,17.0,1,78,3,3/34,26.00,4.58,34.0,0,0
JT Brassell (NAM),2024-2024,3,3,12.0,1,53,3,2/11,17.66,4.41,24.0,0,0
AJ Burger (NAM),2003-2003,6,5,16.0,0,104,3,1/18,34.66,6.50,32.0,0,0
DK Butler (WI),2005-2006,5,5,41.0,3,188,3,1/25,62.66,4.58,82.0,0,0
SJ Cameron (SCOT),2018-2018,2,2,18.1,1,123,3,2/64,41.00,6.77,36.3,0,0
PE Cantrell (NED),1996-1996,5,5,31.0,0,170,3,1/18,56.66,5.48,62.0,0,0
DJ Capel (ENG),1990-1990,6,5,39.0,4,204,3,1/25,68.00,5.23,78.0,0,0
RD Chahar (IND),2021-2021,1,1,10.0,0,54,3,3/54,18.00,5.40,20.0,0,0
U Chatterjee (IND),1995-1995,3,3,26.5,0,117,3,2/35,39.00,4.36,53.6,0,0
JA Clarkson (NZ),2023-2023,3,3,12.0,0,73,3,2/24,24.33,6.08,24.0,0,0
SW Currie (SCOT),2024-2024,3,3,20.0,3,86,3,2/16,28.66,4.30,40.0,0,0
NA de Groot (CAN),2003-2003,6,3,13.3,0,88,3,2/45,29.33,6.51,27.0,0,0
H Dhami (NEP),2024-2024,1,1,8.0,0,49,3,3/49,16.33,6.12,16.0,0,0
KG Duers (ZIM),1992-1992,6,6,50.0,2,256,3,1/17,85.33,5.12,100.0,0,0
Ehsanul Haque (BAN),2002-2003,6,3,23.3,0,113,3,2/34,37.66,4.80,47.0,0,0
Fawad Ahmed (AUS),2013-2013,3,3,24.0,0,145,3,1/39,48.33,6.04,48.0,0,0
IS Gallage (SL),1999-2001,3,3,24.0,2,115,3,2/42,38.33,4.79,48.0,0,0
JC Gamage (SL),1995-1995,4,4,22.0,2,104,3,2/17,34.66,4.72,44.0,0,0
B Geeves (AUS),2008-2009,2,2,15.0,0,78,3,2/11,26.00,5.20,30.0,0,0
Gholam Nousher (BAN),1990-1990,4,4,34.0,1,152,3,1/27,50.66,4.47,68.0,0,0
AP Grayson (ENG),2000-2001,2,2,15.0,0,60,3,3/40,20.00,4.00,30.0,0,0
GM Hamilton (SCOT),1999-2010,38,6,36.4,4,160,3,2/36,53.33,4.36,73.3,0,0
AM Hardie (AUS),2023-2024,4,2,18.0,2,89,3,2/62,29.66,4.94,36.0,0,0
PL Harris (SA),2008-2008,3,3,30.0,4,83,3,2/30,27.66,2.76,60.0,0,0
Hasti Gul (AFG),2009-2009,2,2,19.0,1,73,3,2/48,24.33,3.84,38.0,0,0
H Hiri (PNG),2016-2023,34,7,17.0,0,113,3,1/6,37.66,6.64,34.0,0,0
KC Hodsoll (BER),2007-2008,3,3,17.0,1,100,3,2/48,33.33,5.88,34.0,0,0
DJ Hooda (IND),2022-2022,10,6,25.0,1,119,3,1/6,39.66,4.76,50.0,0,0
CK Hooper (CAN),2007-2010,5,5,28.1,1,181,3,1/17,60.33,6.42,56.3,0,0
Inzamam-ul-Haq (Asia/PAK),1991-2007,378,6,9.4,1,64,3,1/0,21.33,6.62,19.3,0,0
Iqbal Sikander (PAK),1992-1992,4,4,35.0,2,147,3,1/30,49.00,4.20,70.0,0,0
SD Jack (SA),1994-1995,2,2,18.0,0,86,3,2/41,28.66,4.77,36.0,0,0
GSNFG Jayasuriya (SL),2015-2019,12,11,52.0,1,277,3,1/15,92.33,5.32,104.0,0,0
Junaid Zia (PAK),2003-2003,4,4,24.1,1,127,3,3/21,42.33,5.25,48.3,0,0
Kamran Hussain (PAK),2008-2008,2,2,17.0,0,67,3,2/32,22.33,3.94,34.0,0,0
Khalid Khan (HKG),2004-2004,2,2,18.0,2,93,3,2/62,31.00,5.16,36.0,0,0
NR Kirton (CAN),2023-2024,10,3,15.0,0,62,3,2/26,20.66,4.13,30.0,0,0
BL Kotze (NAM),2003-2003,5,5,43.0,2,276,3,2/51,92.00,6.41,86.0,0,0
BP Kruger (NED),2010-2011,5,5,30.4,1,131,3,3/21,43.66,4.27,61.3,0,0
SH Lewis (WI),2022-2022,1,1,9.5,0,67,3,3/67,22.33,6.81,19.6,0,0
GF Linde (SA),2021-2021,2,2,15.0,1,72,3,2/32,24.00,4.80,30.0,0,0
MAWR Madurasinghe (SL),1990-1992,8,7,53.0,3,252,3,1/27,84.00,4.75,106.0,0,0
DSK Madushanka (SL),2018-2018,1,1,6.1,1,26,3,3/26,8.66,4.21,12.3,0,0
CM McBride (SCOT),2022-2023,18,7,22.0,0,100,3,1/10,33.33,4.54,44.0,0,0
JM Mennie (AUS),2016-2016,2,2,20.0,2,131,3,3/49,43.66,6.55,40.0,0,0
PL Mhambrey (IND),1996-1998,3,3,21.0,1,120,3,2/69,40.00,5.71,42.0,0,0
A Mithun (IND),2010-2011,5,5,30.0,1,203,3,2/32,67.66,6.76,60.0,0,0
GMC Mol (NED),2007-2008,6,6,27.0,1,111,3,2/23,37.00,4.11,54.0,0,0
N M'shangwe (ZIM),2011-2014,6,6,56.0,4,260,3,2/50,86.66,4.64,112.0,0,0
Najeeb Amar (HKG),2004-2008,4,4,40.0,3,172,3,2/40,57.33,4.30,80.0,0,0
Nasir Aziz (UAE),2014-2015,5,5,44.0,1,257,3,1/50,85.66,5.84,88.0,0,0
T Natarajan (IND),2020-2021,2,2,20.0,1,143,3,2/70,47.66,7.15,40.0,0,0
Naved Anjum (PAK),1992-1992,5,5,40.0,1,162,3,2/48,54.00,4.05,80.0,0,0
N Ncube (ZIM),2011-2011,1,1,8.5,1,69,3,3/69,23.00,7.81,17.6,0,0
MG Neser (AUS),2018-2023,4,4,36.4,2,239,3,2/46,79.66,6.51,73.3,0,0
RG Nijman (NED),2009-2009,1,1,8.1,0,31,3,3/31,10.33,3.79,16.3,0,0
D Olivier (SA),2019-2019,2,2,19.0,0,124,3,2/73,41.33,6.52,38.0,0,0
A Patel (CAN),2003-2003,2,2,10.0,0,73,3,3/41,24.33,7.30,20.0,0,0
RT Ponting (AUS/ICC),1995-2012,375,5,25.0,0,104,3,1/12,34.66,4.16,50.0,0,0
R Powell (WI),2016-2023,51,15,46.4,0,275,3,1/7,91.66,5.89,93.3,0,0
D Ramnarine (WI),1997-2001,4,4,33.2,2,164,3,2/52,54.66,4.92,66.6,0,0
AT Rayudu (IND),2013-2019,55,9,20.1,1,124,3,1/5,41.33,6.14,40.3,0,0
Sabbir Rahman (BAN),2014-2019,66,21,51.0,0,345,3,1/12,115.00,6.76,102.0,0,0
Sabir Ali (UAE),2022-2023,4,4,17.0,1,91,3,2/50,30.33,5.35,34.0,0,0
Shahbaz Ahmed (IND),2022-2022,3,3,26.0,0,125,3,2/32,41.66,4.80,52.0,0,0
Saleem Raza (UAE),1994-1996,6,6,32.0,2,179,3,1/17,59.66,5.59,64.0,0,0
GS Sandhu (AUS),2015-2015,2,2,20.0,0,107,3,2/49,35.66,5.35,40.0,0,0
Sarandeep Singh (IND),2002-2003,5,5,43.0,1,180,3,2/34,60.00,4.18,86.0,0,0
GLS Scrimshaw (ENG),2023-2023,1,1,8.4,0,66,3,3/66,22.00,7.61,17.3,0,0
KF Semple (WI),1999-1999,7,4,22.0,0,121,3,2/35,40.33,5.50,44.0,0,0
L Siaka (PNG),2014-2022,47,14,40.0,0,181,3,2/33,60.33,4.52,80.0,0,0
V Sibanda (Afr/ZIM),2003-2016,127,11,44.3,1,265,3,1/12,88.33,5.95,89.0,0,0
D Soraine (CAN),2006-2012,4,3,18.5,0,94,3,2/57,31.33,4.99,37.6,0,0
GP Sulzberger (NZ),2000-2000,3,3,22.0,0,102,3,1/28,34.00,4.63,44.0,0,0
MR Swart (NED),2011-2014,12,11,61.0,0,306,3,1/21,102.00,5.01,122.0,0,0
MJ Swepson (AUS),2022-2022,3,3,26.2,0,161,3,2/53,53.66,6.11,52.6,0,0
Khaled Ahmed (BAN),2023-2023,2,2,13.2,1,72,3,3/60,24.00,5.40,26.6,0,0
AR Tait (NZ),1998-1999,5,5,20.0,0,88,3,2/37,29.33,4.40,40.0,0,0
HDRL Thirimanne (SL),2010-2019,127,4,17.2,0,94,3,2/36,31.33,5.42,34.6,0,0
G Toka (PNG),2019-2023,22,5,16.3,2,110,3,3/18,36.66,6.66,33.0,0,0
MS Tshabalala (SA),2007-2007,4,4,25.0,2,151,3,1/30,50.33,6.04,50.0,0,0
S Tyagi (IND),2009-2010,4,4,27.3,4,144,3,1/15,48.00,5.23,55.0,0,0
Wajahatullah Wasti (PAK),1999-2000,15,3,9.1,0,69,3,3/36,23.00,7.52,18.3,0,0
CG Williams (NAM),2019-2022,18,10,48.0,0,224,3,1/37,74.66,4.66,96.0,0,0
LJ Woodcock (NZ),2011-2011,4,4,27.2,0,155,3,2/58,51.66,5.67,54.6,0,0
Yasir Mohammad (USA),2022-2022,3,3,18.0,0,113,3,2/50,37.66,6.27,36.0,0,0
Younis Khan (PAK),2000-2015,265,20,47.2,1,288,3,1/3,96.00,6.08,94.6,0,0
Zafar Iqbal (PAK),1995-1995,8,7,33.0,2,137,3,2/37,45.66,4.15,66.0,0,0
Aakash Chand (NEP),2024-2024,2,2,13.0,0,82,2,1/31,41.00,6.30,39.0,0,0
Aamer Yamin (PAK),2015-2018,4,4,26.0,1,154,2,1/38,77.00,5.92,78.0,0,0
Aamir Kaleem (OMA),2019-2022,3,3,16.5,1,83,2,2/30,41.50,4.93,50.5,0,0
Abdullah Mazari (AFG),2010-2010,2,2,16.0,1,49,2,1/18,24.50,3.06,48.0,0,0
Ahmed Shehzad (PAK),2009-2017,81,9,19.1,0,140,2,1/22,70.00,7.30,57.5,0,0
KS Airee (NEP),2020-2022,3,3,19.0,0,109,2,2/56,54.50,5.73,57.0,0,0
Ali Asad (UAE),2004-2004,2,2,20.0,1,73,2,2/35,36.50,3.65,60.0,0,0
DI Allan (KENYA),2011-2013,5,4,18.4,0,80,2,1/22,40.00,4.28,56.0,0,0
GJAF Aponso (NED),1996-1996,5,5,40.2,0,257,2,1/57,128.50,6.37,121.0,0,0
Asad Ali (PAK),2013-2013,4,4,30.0,6,115,2,1/22,57.50,3.83,90.0,0,0
SV Bahutule (IND),1997-2003,8,7,49.0,0,283,2,1/31,141.50,5.77,147.0,0,0
A Balbirnie (IRE),2010-2024,108,3,10.0,0,68,2,1/26,34.00,6.80,30.0,0,0
MRCN Bandaratilleke (SL),1998-1998,3,3,24.0,0,111,2,2/34,55.50,4.62,72.0,0,0
Basir Ahamad (NEP),2022-2022,3,3,18.3,0,71,2,1/18,35.50,3.83,55.5,0,0
MD Bates (NZ),2012-2012,2,2,14.0,1,52,2,1/24,26.00,3.71,42.0,0,0
LS Bhandari (NEP),2018-2018,1,1,9.0,0,43,2,2/43,21.50,4.77,27.0,0,0
RN Bhatia (UAE),2022-2024,3,3,18.3,0,124,2,1/43,62.00,6.70,55.5,0,0
JG Bracewell (NZ),1990-1990,5,4,33.0,0,141,2,1/32,70.50,4.27,99.0,0,0
DR Briggs (ENG),2012-2012,1,1,10.0,0,39,2,2/39,19.50,3.90,30.0,0,0
JE Brinkley (SCOT),1999-1999,5,3,28.0,0,117,2,1/29,58.50,4.17,84.0,0,0
BS Browne (WI),1994-1994,4,4,30.0,0,156,2,2/50,78.00,5.20,90.0,0,0
HL Carlyon (JER),2023-2023,5,4,30.0,2,141,2,2/38,70.50,4.70,90.0,0,0
KJ Coetzer (SCOT),2008-2023,89,10,45.0,3,253,2,1/17,126.50,5.62,135.0,0,0
MD Crowe (NZ),1990-1995,61,10,26.0,1,141,2,1/12,70.50,5.42,78.0,0,0
DJ Cullen (AUS),2006-2006,5,5,35.3,4,147,2,2/25,73.50,4.14,106.5,0,0
D Daesrath (CAN),2012-2013,4,2,12.0,0,48,2,1/13,24.00,4.00,36.0,0,0
RR David (CAN),2008-2010,4,4,16.0,0,74,2,2/30,37.00,4.62,48.0,0,0
JI de Villiers (NAM),2020-2020,2,2,9.3,0,66,2,2/47,33.00,6.94,28.5,0,0
BR Dorey (AUS),2006-2006,4,4,27.0,2,146,2,1/12,73.00,5.40,81.0,0,0
DC Drakes (WI),2023-2023,3,3,19.0,2,73,2,2/29,36.50,3.84,57.0,0,0
